# Serious Injuries,# Visible Injuries,Agency Name (Crash Level) ,Date,Intersection Name (from Crash Report),KABCO Severity,Light Conditions (Crash Level),Location at Impact (Crash Level) ,Manner of Collision (Crash Level) ,Roadway (From Crash Report),Surface Condition (Crash Level) ,Time,Safety Equipment (Crash Level) ,Weather Conditions (Crash Level),# of Fatalities per Crash,Latitude,Longitude,Geolocated City,Geolocated County,Vehicle Condition (excluding No Known Defects),First Harmful Event (Unit Order),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",Most Harmful Event (Crash Level),crash_mode
0.0,0.0,Dekalb Co Police Department,2022-01-13,Winn Way and N Decatur Rd,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,10:31:00,"[""None Used"",""Unknown"",""Unknown""]",Clear,0.0,33.792124,-84.282733,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Reaction to Object or Animal,Pedestrian,Pedestrian
0.0,0.0,Avondale Estates Police Dept.,2022-01-14,Stratford Rd and Covington Rdus278,(K) Fatal Injury,Dark-Lighted,On Roadway - Non-Intersection,Angle Crash,Covington Rdus278,Dry,19:26:00,Lap and Shoulder Belt Used,Clear,1.0,33.774648,-84.261098,Avondale Estates,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Inattentive or Other Distraction (Distracted),Pedestrian,Pedestrian
1.0,0.0,Avondale Estates Police Dept.,2022-01-14,Stratford Rd and Covington Rdus278,(A) Suspected Serious Injury,Dark-Lighted,On Roadway - Non-Intersection,Angle Crash,Covington Rdus278,Dry,19:26:00,Lap and Shoulder Belt Used,Clear,0.0,33.774494,-84.260345,Avondale Estates,DEKALB,,"[""Pedestrian"",""Other/Unknown""]",Inattentive or Other Distraction (Distracted),,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-01-22,Wells St and N Clarendon Ave,(O) No Injury,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Clarendon Ave,Dry,19:10:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.780809,-84.263691,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,0.0,Atlanta Police Department,2022-01-23,S Howard St Se and Hosea L Williams Dr Ne,(C) Possible Injury / Complaint,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Hosea L Williams Dr Ne,Dry,20:15:00,Unknown,Clear,0.0,33.751514,-84.322832,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian"",""Pedestrian""]",,Motor Vehicle in Motion,Pedestrian
1.0,0.0,Decatur Police Department,2022-01-24,Commerce Dr and N Candler St,(A) Suspected Serious Injury,Daylight,On Roadway - Roadway Intersection,Angle Crash,Commerce Dr,Dry,15:43:00,Lap and Shoulder Belt Used,Clear,0.0,33.777731,-84.292685,Decatur,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","[""Disregard Stop Sign/Signal"",""Disregard Police - Traffic Control""]",Motor Vehicle in Motion,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-01-25,Glenwood Rd and Columbia Dr,(O) No Injury,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Columbia Dr,Dry,19:23:00,"[""Unknown"",""None Used""]",Clear,0.0,33.738327,-84.252074,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","[""Failure to Yield"",""Inattentive or Other Distraction (Distracted)""]",Pedestrian,Pedestrian
0.0,1.0,Decatur Police Department,2022-02-05,Swanton Way and Commerce Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Commerce Dr,Dry,15:03:00,Lap and Shoulder Belt Used,Clear,0.0,33.77455,-84.29889,Decatur,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Atlanta Police Department,2022-02-28,Candler Rd Se and Memorial Dr Se,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Memorial Dr Se,Dry,18:00:00,Unknown,Clear,0.0,33.74706,-84.292045,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Atlanta Police Department,2022-02-28,Euclid Ave Ne and Moreland Ave Ne,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Euclid Ave Ne,Dry,08:00:00,Unknown,Clear,0.0,33.765568,-84.348993,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-03-10,Lavista Rd and Houston Mill Rd,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Lavista Rd,Dry,08:12:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.815194,-84.318938,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Inattentive or Other Distraction (Distracted),Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-03-11,Flat Shoals Rd and Fayetteville Rd,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Flat Shoals Rd,Dry,08:00:00,None Used,Cloudy,0.0,33.725012,-84.320997,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Atlanta Police Department,2022-03-15,Seaboard Ave Ne and Moreland Ave Ne,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Moreland Ave Ne,Dry,09:46:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Cloudy,0.0,33.758441,-84.349163,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Atlanta Police Department,2022-03-19,Candler Rd Se and Memorial Dr Se,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Memorial Dr Se,Wet,04:50:00,"[""None Used"",""Unknown""]",Clear,0.0,33.747061,-84.291999,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-03-20,Welika Dr and White Oak Dr,(O) No Injury,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Welika Dr,Dry,20:40:00,None Used,Clear,0.0,33.742873,-84.274232,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,,Pedestrian
0.0,0.0,Emory Police Department,2022-04-08,Clifton Rd and Michael St,(O) No Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Michael St,Dry,17:00:00,"[""Unknown"",""Unknown"",""Unknown""]",Clear,0.0,33.795684,-84.321612,Atlanta,DEKALB,Other,"[""Pedestrian"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Clarkston Police Department,2022-04-10,Montreal Road and Montreal Creek Circle,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Montreal Road,Dry,12:40:00,"[""None Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Child Restraint System (Properly Used)""]",Clear,0.0,33.814748,-84.244097,Clarkston,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-04-10,Meadow Ln and Glenwood Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Meadow Ln,Dry,17:50:00,None Used,Clear,0.0,33.73782,-84.270792,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","[""Changed Lanes Improperly"",""Reckless Driving"",""Wrong Side of Road""]",Motor Vehicle in Motion,Pedestrian
0.0,1.0,Atlanta Police Department,2022-04-14,E Lake Blvd Se and Glenwood Ave Se,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,E Lake Blvd Se,Dry,10:05:00,"[""Unknown"",""Unknown""]",Cloudy,0.0,33.740143,-84.313886,Atlanta,DEKALB,,"[""Pedestrian"",""Pedestrian""]","[""Disregard Other Traffic Control"",""Inattentive or Other Distraction (Distracted)"",""Failure to Yield"",""Reckless Driving""]",Pedestrian,Pedestrian
1.0,0.0,Dekalb Co Police Department,2022-04-15,Valley Brook Rd and E Ponce De Leon Ave,(A) Suspected Serious Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,E Ponce De Leon Ave,Dry,14:45:00,"[""Lap and Shoulder Belt Used"",""Unknown""]",Clear,0.0,33.795469,-84.262576,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-04-24,Mcafee Rd and Candler Rd,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Candler Rd,Dry,00:02:00,None Used,Clear,0.0,33.731834,-84.283188,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-05-14,Midway Rd and Covington Hwy,(K) Fatal Injury,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Covington Hwy,Dry,21:00:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,1.0,33.766273,-84.251391,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,1.0,Decatur Police Department,2022-05-23,Church St and E Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Church St,Wet,07:50:00,Lap and Shoulder Belt Used,Rain,0.0,33.775597,-84.294886,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Decatur Police Department,2022-06-06,None and 335 W Ponce De Leon Ave,(C) Possible Injury / Complaint,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,335 W Ponce De Leon Ave,Dry,13:08:00,Lap and Shoulder Belt Used,Clear,0.0,33.775638,-84.301917,Decatur,DEKALB,,"[""Pedestrian"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-06-08,Powell Ln and Clairmont Rd,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Clairmont Rd,Dry,20:18:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Cloudy,0.0,33.791871,-84.305887,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-06-12,Medlock Rd and N Decatur Rd,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Medlock Rd,Dry,09:41:00,"[""Unknown"",""None Used""]",Clear,0.0,33.793505,-84.290094,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Reckless Driving,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-06-17,W Parkwood Rd and W Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,W Ponce De Leon Ave,Dry,18:22:00,"[""Lap and Shoulder Belt Used"",""Reflective: Clothing/Backpack/Equipment""]",Clear,0.0,33.773982,-84.313462,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-06-23,Clairmont Rd and Clairemont Ave,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Clairemont Ave,Dry,10:00:00,None Used,Clear,0.0,33.790314,-84.306464,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-06-25,Mistletoe Rd and N Druid Hills Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Druid Hills Rd,Dry,10:35:00,None Used,Clear,0.0,33.810773,-84.274968,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-07-09,Church St and N. Decatur Rd,(B) Suspected Minor/Visible Injury,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,N. Decatur Rd,Wet,22:28:00,Unknown,Rain,0.0,33.792169,-84.284924,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
1.0,0.0,Decatur Police Department,2022-07-14,Ridley Ln and Hibernia Ave,(A) Suspected Serious Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Hibernia Ave,Dry,08:00:00,Unknown,Cloudy,0.0,33.769045,-84.305626,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-07-20,Columbia Dr and Memorial Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Memorial Dr,Dry,09:00:00,"[""Unknown"",""None Used""]",Cloudy,0.0,33.754867,-84.267746,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-07-28,2 Nd Ave and Capri Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Capri Dr,Dry,13:20:00,None Used,Clear,0.0,33.724728,-84.308053,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Under the Influence (U.I.),Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-08-04,Briarcliff Rd and Briar Vista Ter,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Briar Vista Ter,Dry,09:46:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.810366,-84.334774,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Avondale Estates Police Dept.,2022-08-12,Nottingham Dr and Covington Hwyus278,(K) Fatal Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Covington Hwyus278,Dry,21:39:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Clear,1.0,33.770831,-84.253471,Avondale Estates,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","Not Visible (Object, Person, or Vehicle)",Pedestrian,Pedestrian
0.0,0.0,Decatur Police Department,2022-08-15,Scott Blvd and Clairemont Ave,(K) Fatal Injury,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Scott Blvd,Wet,23:34:00,Unknown,Cloudy,1.0,33.784821,-84.304085,Decatur,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-08-21,Richard Rd and Covington Hwy,(K) Fatal Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Covington Hwy,Wet,00:20:00,"[""Unknown"",""Unknown""]",Rain,1.0,33.761271,-84.246349,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Avondale Estates Police Dept.,2022-08-27,Memorial Drive and Covington Hwyus278,(O) No Injury,Daylight,On Roadway - Non-Intersection,Head On,Covington Hwyus278,Dry,18:34:00,,Clear,0.0,33.769749,-84.252277,Avondale Estates,DEKALB,,"[""Pedestrian"",""Pedestrian""]","[""Failure to Yield"",""Disregard Police - Evasion""]",Pedestrian,Pedestrian
0.0,1.0,Decatur Police Department,2022-08-29,Adams St and W College Ave,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,W College Ave,Dry,15:51:00,Lap and Shoulder Belt Used,Clear,0.0,33.76868,-84.299427,Decatur,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-08-31,Victoria Dr and Northern Ave,(O) No Injury,Daylight,Off Roadway,Not a Collision with Motor Vehicle,Northern Ave,Dry,18:14:00,Lap and Shoulder Belt Used,Clear,0.0,33.790243,-84.246355,Unincorporated,DEKALB,,Pedestrian,,Other Non-Collision,Pedestrian
1.0,0.0,Dekalb Co Police Department,2022-09-06,Columbia Dr and Memorial Dr,(A) Suspected Serious Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Memorial Dr,Dry,19:11:00,"[""Unknown"",""Unknown""]",Clear,0.0,33.75484,-84.267774,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Failure to Yield""]",Pedestrian,Pedestrian
0.0,2.0,Dekalb Co Police Department,2022-09-12,Lavista Rd and Calibre Woods Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Lavista Rd,Dry,18:00:00,"[""Lap and Shoulder Belt Used"",""None Used"",""None Used""]",Clear,0.0,33.815794,-84.317079,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-09-12,Clairmont Rd and N Decatur Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,08:21:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Cloudy,0.0,33.790511,-84.306984,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Motor Vehicle in Motion,Pedestrian
0.0,0.0,Emory Police Department,2022-09-20,Clifton Rd Ne and Houston Mill Rd Ne,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Houston Mill Rd Ne,Dry,10:45:00,"[""Unknown"",""None Used""]",Clear,0.0,33.798534,-84.32376,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-09-23,,(O) No Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Candler Rd,Dry,14:19:00,None Used,Clear,0.0,33.731811,-84.283206,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","[""Under the Influence (U.I.)"",""Failure to Yield""]",Pedestrian,Pedestrian
0.0,0.0,Emory Police Department,2022-09-26,Clifton Rd Ne and Old Briarcliff Way Ne,(O) No Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Clifton Rd Ne,Dry,10:45:00,Lap and Shoulder Belt Used,Clear,0.0,33.803645,-84.333615,Atlanta,DEKALB,,"[""Pedestrian"",""Pedestrian""]","[""Failure to Yield"",""Failure to Yield""]",Pedestrian,Pedestrian
0.0,0.0,Emory Police Department,2022-10-03,Haygood Dr Ne and Clifton Rd Ne,(O) No Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Clifton Rd Ne,Dry,05:45:00,,Clear,0.0,33.795203,-84.321269,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,1.0,Decatur Police Department,2022-10-05,Atlanta Ave and W Trinity Pl,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,W Trinity Pl,Dry,18:52:00,Lap and Shoulder Belt Used,Clear,0.0,33.773546,-84.301976,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-10-06,Glenwood Ave and Terry Mill Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Glenwood Ave,Dry,08:00:00,"[""Unknown"",""Unknown""]",Clear,0.0,33.7397,-84.322319,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,0.0,Decatur Police Department,2022-10-06,Commerce Dr and W Trinity Pl,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,W Trinity Pl,Dry,17:50:00,Unknown,Clear,0.0,33.773555,-84.298876,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Atlanta Police Department,2022-10-10,Maynard Ter Se and Memorial Dr Se,(C) Possible Injury / Complaint,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Memorial Dr Se,Dry,19:25:00,"[""Unknown"",""Unknown""]",Clear,0.0,33.747475,-84.333216,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","[""Failure to Yield"",""Inattentive or Other Distraction (Distracted)""]",Motor Vehicle in Motion,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-10-13,Artwood Rd and Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Artwood Rd,Wet,11:12:00,"[""Lap and Shoulder Belt Used"",""None Used"",""None Used"",""None Used"",""Non-Motorist Lighting"",""None Used"",""None Used""]",Cloudy,0.0,33.776054,-84.316398,Unincorporated,DEKALB,,"[""Pedestrian"",""Other Non-Collision""]",Other Activity - Mobile Device (Distracted),"[""Other Non-Collision"",""Other Non-Collision""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-10-13,Clairmont Rd and N Decatur Rd,(C) Possible Injury / Complaint,Daylight,On Roadway - Driveway Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,08:00:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.79028,-84.305841,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-10-16,Clifton Rd and Houston Mill Rd,(C) Possible Injury / Complaint,Daylight,Off Roadway - Sidewalk,Not a Collision with Motor Vehicle,Clifton Rd,Dry,14:21:00,"[""Unknown"",""Unknown""]",Clear,0.0,33.798525,-84.323751,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,Pedestrian,Pedestrian
0.0,1.0,Clarkston Police Department,2022-10-19,Montreal Rd and Plantation Drive,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Head On,Plantation Drive,Dry,15:20:00,"[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.814483,-84.24427,Clarkston,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-10-20,Bobbie Ln and Memorial Dr,(B) Suspected Minor/Visible Injury,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Memorial Dr,Dry,19:25:00,None Used,Clear,0.0,33.759057,-84.262043,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,Pedestrian,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-10-25,Beech Dr and Covington Hwy,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Covington Hwy,Dry,18:28:00,"[""None Used"",""Unknown""]",Clear,0.0,33.761528,-84.247301,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Distracted,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-10-28,Lark Ln and Midway Rd,(C) Possible Injury / Complaint,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Midway Rd,Dry,16:20:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.7604,-84.251575,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Pedestrian,Pedestrian
1.0,0.0,Dekalb Co Police Department,2022-11-04,Woodland Ave and N Decatur Rd,(A) Suspected Serious Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,21:00:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.793525,-84.261983,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-11-17,Scott Blvd and Blackmon Dr,(K) Fatal Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Scott Blvd,Dry,06:06:00,"[""None Used"",""Unknown""]",Clear,1.0,33.79542,-84.28697,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]","[""Failure to Yield"",""Not Visible (Object, Person, or Vehicle)""]",Pedestrian,Pedestrian
0.0,0.0,Dekalb Co Police Department,2022-11-18,Adelia Pl and Biltmore Dr,(O) No Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Adelia Pl,Dry,16:04:00,None Used,Clear,0.0,33.813552,-84.325836,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
0.0,1.0,Dekalb Co Police Department,2022-11-21,,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Dekalb Industrial Way,Dry,12:05:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.783441,-84.276531,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]",Pedestrian
0.0,1.0,Atlanta Police Department,2022-11-24,Moreland Ave Se and Hosea L Williams Dr Ne,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Hosea L Williams Dr Ne,Dry,16:51:00,"[""Unknown"",""Unknown"",""Unknown""]",Clear,0.0,33.753537,-84.349139,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,Motor Vehicle in Motion,Pedestrian
